	cons	rand	q95	cat
TMEM17	31	42.881	54.0	None
TMPRSS9	238	162.679	180.04999999999995	None
TMEM98	0	0.0	0.0	None
TTC12	15	50.073	61.0	None
TNFAIP6	121	134.967	154.0	None
PGP	27	31.881	41.0	None
TMEM55A	0	0.0	0.0	None
PIP4K2B	13	15.865	23.0	None
PON1	32	26.196	34.0	None
PSMA4	85	81.148	96.0	None
PUS10	0	0.0	0.0	None
PURB	0	0.0	0.0	None
RBM33	446	306.863	333.0	None
PEX11G	18	23.255	31.0	None
RBMX2	49	51.864	63.0	None
RALY	0	0.0	0.0	None
RTN4RL1	41	34.368	44.0	None
RAB4B	38	31.249	41.0	None
RAB42	222	101.237	118.0	None
RHOA	54	59.387	72.0	None
RHOD	0	0.0	0.0	None
RPL4	85	96.845	112.0	None
RPL5	16	15.5	22.0	None
RND1	88	131.085	148.0	None
MRPL18	358	255.489	279.0	None
RAP1GAP2	0	0.0	0.0	None
MRPL13	413	286.213	312.0	None
RPS14	0	0.0	0.0	None
RSBN1	168	142.638	161.0	None
RASL10B	100	95.133	111.0	None
RPS8	119	116.269	132.0	None
SNRPG	35	30.586	39.0	None
RAX	0	0.0	0.0	None
SNTG1	21	23.76	32.0	None
SLIT1	47	51.585	64.0	None
SNRNP48	435	274.977	299.0	None
SIL1	139	110.394	126.04999999999995	chap
SLFN12	118	129.674	147.0	None
SLCO3A1	57	59.812	72.0	None
SLMAP	0	0.0	0.0	None
SNX6	193	127.031	145.0	None
SLFN13	118	94.562	110.04999999999995	None
ST6GALNAC4	103	76.071	90.0	None
SOAT2	83	102.806	120.0	None
SOX8	0	0.0	0.0	None
NCKIPSD	185	93.584	108.04999999999995	None
SP8	0	0.0	0.0	None
SLC9A5	164	116.383	133.0	None
SPHK1	393	245.565	269.0	None
SH3RF1	0	0.0	0.0	ub
SHROOM4	99	90.816	106.0	None
SSTR2	116	53.678	65.0	None
ST18	36	36.283	46.0	None
UBAP2	86	80.387	95.0	None
USP27X	10	6.292	11.0	None
UCK2	61	54.665	66.0	None
USP28	63	64.193	77.0	None
TAF1	34	44.186	55.0	None
TAF8	116	121.088	138.0	None
SARS2	99	79.866	94.0	None
TAS2R3	165	159.802	179.0	None
TAB3	0	0.0	0.0	None
TAOK1	152	99.751	115.0	None
TCTN1	200	217.819	238.0	None
BRF1	0	0.0	0.0	None
DNTTIP2	33	20.549	28.0	None
TPST1	91	65.894	79.0	None
TMEM44	0	0.0	0.0	None
TRIM47	60	59.513	71.0	None
TLR8	31	42.024	52.049999999999955	None
TNFSF4	80	77.028	91.0	None
TMEM100	0	0.0	0.0	None
TMC7	70	53.004	64.0	None
TMUB1	8	19.387	27.0	None
TRPM6	32	23.389	31.0	None
TTLL11	55	56.763	69.0	None
TVP23A	23	12.05	18.0	None
PEX26	57	33.989	44.0	None
PRPH	0	0.0	0.0	None
PLRG1	18	30.606	39.0	None
PRNP	232	208.241	230.04999999999995	None
ARL6IP5	39	42.31	53.0	None
PPP1R3D	186	73.867	88.0	None
PSTK	61	42.741	54.0	None
PRDM6	70	98.237	113.0	None
PTPRA	32	36.882	47.0	None
RNF11	292	206.36	227.0	ub
MRPL21	34	48.677	60.0	None
RPAP2	0	0.0	0.0	None
POLR3G	58	65.374	79.0	None
RWDD2A	112	118.441	134.0	None
SAP30BP	0	0.0	0.0	None
GINS4	0	0.0	0.0	None
SLIT3	58	30.677	40.049999999999955	None
SPATA4	20	18.866	26.0	None
SIK2	136	44.724	56.0	None
SIK1	447	309.77	335.0	None
SIKE1	122	106.89	123.0	None
SNN	24	27.139	35.0	None
ST3GAL6	0	0.0	0.0	None
ST8SIA6	43	38.069	48.0	None
SOD1	77	36.545	47.0	None
SPHKAP	58	71.266	84.04999999999995	None
SHCBP1	33	60.341	72.04999999999995	None
SMARCA4	40	43.048	53.0	None
SLX4	0	0.0	0.0	None
SHOX2	23	29.538	39.0	None
SRMS	443	324.793	351.0	None
SMOX	102	115.45	133.0	None
SWAP70	513	336.758	363.0	None
SULT2B1	0	0.0	0.0	None
SPTBN2	0	0.0	0.0	None
SRFBP1	300	158.044	177.0	None
TMEM110	0	0.0	0.0	None
STK24	58	61.159	73.0	None
SPRY1	79	49.372	60.0	None
STX2	13	12.819	19.0	None
STIM2	24	21.29	29.0	None
SVIP	322	193.806	216.0	None
STK10	101	102.129	117.0	None
STK33	87	76.57	91.0	None
SPRTN	20	12.275	18.0	None
SSU72	70	63.422	76.0	None
SPPL3	12	6.676	11.0	None
GTF3C2	17	24.648	33.0	None
TESK1	114	72.863	86.0	None
TFDP2	35	44.128	55.0	None
TLCD1	87	99.117	114.0	None
CCT6B	0	0.0	0.0	chap
TMEM92	131	128.653	146.0	None
TPRG1L	24	30.935	40.0	None
TRIM14	249	205.015	226.0	None
TPM1	48	45.001	55.0	None
TRIM10	50	48.581	60.0	None
TMCO6	109	67.162	80.04999999999995	None
TRIM41	0	0.0	0.0	ub
TRIM65	23	16.741	23.0	ub
TRMT13	38	23.29	32.0	None
TMEM223	0	0.0	0.0	None
TLK1	62	56.737	69.0	None
TRPC6	51	43.672	55.0	None
TSSK6	146	125.468	143.0	None
PLAGL2	101	69.813	82.04999999999995	None
PUS3	208	158.731	179.0	None
RBKS	14	14.746	21.0	None
RAB9A	0	0.0	0.0	None
RBL1	140	125.272	142.0	None
RANBP9	113	99.71	115.0	None
RAP2A	12	18.288	25.0	None
RANBP1	52	43.097	54.0	None
RASSF5	0	0.0	0.0	None
RALA	87	95.47	111.0	None
RAB8B	67	69.449	82.0	None
REV1	255	150.997	170.0	None
ARHGAP21	237	166.118	186.0	None
ARHGAP40	17	13.677	20.0	None
RBFOX2	59	42.414	53.0	None
RHBDD3	29	41.619	52.0	None
RFTN2	40	38.285	49.0	None
RFX5	31	39.925	50.049999999999955	None
RPL35A	440	274.828	299.0	None
RNASET2	12	28.929	38.0	None
RNF170	0	0.0	0.0	ub
ROPN1L	165	150.641	169.0	None
MRPL30	14	18.394	25.0	None
RORA	131	137.157	156.04999999999995	None
MRPL1	0	0.0	0.0	None
RAPGEF6	129	141.683	159.0	None
MRPL53	117	85.711	100.0	None
POLR2A	0	0.0	0.0	None
SAMD4B	117	151.256	171.0	None
SMC1A	30	45.137	56.049999999999955	None
SH2B3	28	37.989	48.0	None
STK17B	71	73.968	87.0	None
STK32B	0	0.0	0.0	None
STK38L	43	45.777	57.0	None
STAP2	319	147.92	168.0	None
SLC37A3	61	41.566	52.0	None
SRSF12	9	15.138	21.0	None
SYF2	128	90.26	105.0	None
SYTL3	145	117.476	134.0	None
TUBAL3	8	10.609	16.0	None
TAF7	168	132.327	151.0	None
TAS2R7	39	42.389	53.0	None
TEAD3	52	40.669	51.0	None
GTF3C6	133	164.676	185.0	None
TMEM26	44	46.467	58.0	None
TERF1	170	91.659	107.0	None
TRMT44	31	18.723	25.0	None
TMPRSS4	0	0.0	0.0	None
SLC25A19	143	106.156	121.0	None
THRAP3	55	43.134	54.0	None
TMED4	133	121.622	138.04999999999995	None
TMEM186	50	43.275	54.0	None
TNIP1	0	0.0	0.0	None
USP38	0	0.0	0.0	None
UBR1	54	45.609	56.0	ub
USP35	452	247.083	269.0	None
VILL	0	0.0	0.0	None
PGRMC1	0	0.0	0.0	None
PMVK	45	20.073	27.0	None
PPP4C	16	7.084	12.0	None
PNPT1	88	72.378	86.0	None
RPS9	0	0.0	0.0	None
RPS7	73	73.648	87.0	None
SURF4	238	175.092	195.0	None
SQSTM1	98	113.483	130.0	None
SRRD	45	49.588	62.0	None
RPS28	36	31.037	40.0	None
SNRPE	258	164.301	184.0	None
RUVBL1	189	134.677	153.0	None
SLC27A2	120	82.459	97.0	None
SLC27A1	502	306.181	330.0	None
RXRG	27	37.735	48.0	None
SLC38A2	153	104.325	119.04999999999995	None
SLC22A7	28	34.482	44.0	None
SLC17A5	265	156.213	177.0	None
PQLC3	0	0.0	0.0	None
MRPS25	73	81.23	95.0	None
MRPL57	46	24.324	33.0	None
SLC4A5	46	23.246	31.0	None
SPACA4	52	65.551	79.0	None
SLC46A3	21	36.13	46.0	None
SDK2	27	23.765	32.0	None
SASS6	24	19.042	26.0	None
SCIMP	53	50.131	61.0	None
TSEN54	72	82.5	96.0	None
SNX17	119	118.072	135.0	None
SPNS2	55	99.006	115.0	None
SPNS1	55	34.336	43.0	None
SMYD1	0	0.0	0.0	None
ST3GAL3	64	51.127	63.0	None
SST	75	83.543	97.04999999999995	None
SNAPIN	0	0.0	0.0	None
SH3YL1	49	63.74	77.0	None
KNSTRN	0	0.0	0.0	None
SLA2	0	0.0	0.0	None
SIX3	4	4.137	8.0	None
SIMC1	169	143.266	161.0	None
SHCBP1L	93	111.456	128.04999999999995	None
SUCLG1	0	0.0	0.0	None
SPTBN1	18	16.014	23.0	None
STRC	54	52.144	64.0	None
STK11	120	57.928	70.0	None
STK3	31	41.948	52.0	None
SRSF6	24	20.875	28.0	None
SPSB2	34	32.653	42.0	ub
SMS	0	0.0	0.0	None
SYNRG	328	210.999	233.0	None
TARDBP	130	81.811	95.0	None
TUBA1C	27	22.911	31.0	None
TAF4B	31	31.927	41.0	None
TM4SF20	0	0.0	0.0	None
TAF9B	26	29.625	38.0	None
TAAR1	26	52.768	64.0	None
TBPL2	62	57.614	69.0	None
TPGS2	0	0.0	0.0	None
TNNI2	0	0.0	0.0	None
TNNI1	360	235.109	258.0	None
TMEM225	29	31.108	40.049999999999955	None
TMEM233	161	139.469	158.0	None
TMX1	103	87.164	101.0	None
TRPC7	514	301.078	328.0	None
TEX13A	13	14.281	21.0	None
TXLNB	153	130.097	148.0	None
DCT	377	212.256	235.0	None
UBFD1	30	41.927	52.0	None
USP9X	0	0.0	0.0	None
OR51S1	59	49.656	61.0	None
OSM	16	18.858	26.0	None
NXN	0	0.0	0.0	None
PDC	225	178.38	199.0	chap
PRR9	20	36.158	46.0	None
DHODH	372	250.687	273.04999999999995	None
RASSF4	195	141.391	160.0	None
RBM10	189	154.107	173.0	None
RAD51B	52	52.614	65.0	None
R3HCC1	77	88.554	103.0	None
RPL18	27	23.441	31.0	None
RPL6	0	0.0	0.0	None
RPL7	57	57.714	70.0	None
UBA52	34	46.75	58.0	None
MRPL14	41	47.967	59.0	None
POLR3GL	377	196.157	218.0	None
SLC35A1	55	68.531	83.0	None
PSAP	88	69.457	83.0	None
SBK2	0	0.0	0.0	None
EEFSEC	100	45.732	57.0	None
SAFB2	0	0.0	0.0	None
SCX	0	0.0	0.0	None
SEMA3B	49	23.208	31.0	None
SEMA3G	60	54.33	66.0	None
SEMA4A	0	0.0	0.0	None
SENP2	0	0.0	0.0	None
SENP7	0	0.0	0.0	None
SENP5	223	165.41	186.0	None
SCN9A	35	54.907	67.0	None
SNTB1	22	34.169	43.0	None
SNIP1	151	122.129	140.0	None
SNX1	8	18.873	26.0	None
SNRNP27	0	0.0	0.0	None
SPOP	38	47.035	58.049999999999955	ub
SPNS3	20	7.111	11.0	None
SPON2	89	88.292	103.0	None
SH3BP4	71	64.9	78.0	None
SCGB3A2	139	96.744	113.0	None
SH3RF2	67	28.04	37.0	None
SIGMAR1	144	123.639	140.0	None
SHC3	164	109.76	125.0	None
SIX4	78	53.175	65.0	None
SKIV2L	0	0.0	0.0	None
SMAD4	0	0.0	0.0	None
MAPKAP1	279	187.844	209.0	None
SULF2	197	120.313	137.0	None
UNC119B	48	45.471	55.0	None
ULK4	104	101.65	117.0	None
TYW3	0	0.0	0.0	None
HCRTR1	167	100.734	117.04999999999995	None
PLA2G7	130	118.003	135.0	None
PELI3	0	0.0	0.0	ub
PHACTR3	89	82.974	97.0	None
PHC3	0	0.0	0.0	None
PRR19	34	52.338	64.0	None
PSMC1	51	45.016	55.049999999999955	None
RERE	105	90.761	106.0	None
RIMS1	49	41.742	53.0	None
RETSAT	0	0.0	0.0	None
ARHGAP17	85	73.323	87.0	None
ARHGAP42	73	98.842	114.0	None
RPIA	54	26.194	34.0	None
ELAC2	90	78.978	93.0	None
DROSHA	27	31.487	41.0	None
POLR2J	73	117.008	134.0	None
MRPL4	97	97.596	112.0	None
RAP1GAP	44	38.635	49.0	None
POLR2B	33	53.987	66.04999999999995	None
POLR3E	88	65.827	78.0	None
RRAGA	0	0.0	0.0	None
RPS4X	280	144.623	164.0	None
RASL11A	92	49.829	60.0	None
RSF1	457	298.891	323.0	None
SRPX2	172	100.442	117.0	None
SLC38A1	125	97.518	113.0	None
S1PR5	108	86.195	101.0	None
SLC6A11	252	282.862	308.0	None
SLC25A36	115	113.144	129.04999999999995	None
SLC39A4	0	0.0	0.0	None
MRPS22	187	102.627	119.0	None
SLC39A7	16	20.731	28.0	None
SYTL1	41	45.88	57.0	None
SLC20A1	0	0.0	0.0	None
SLC39A12	0	0.0	0.0	None
SLC43A3	39	44.584	55.0	None
SEC22A	179	164.148	183.0	None
SALL2	465	267.378	292.0	None
PSAPL1	150	125.757	144.0	None
SUDS3	84	81.961	96.0	None
SLC5A7	43	36.129	46.049999999999955	None
SARM1	73	30.285	39.0	ub
SDHA	50	8.466	13.0	None
SPINT3	0	0.0	0.0	None
SIVA1	160	160.425	179.04999999999995	ub
SRBD1	188	135.384	154.0	None
SUN3	40	48.271	59.0	None
STMN2	7	14.737	21.0	None
SUSD1	0	0.0	0.0	None
DARS2	4	9.837	15.0	None
TTC32	14	21.421	29.0	None
UTP20	37	18.621	26.0	None
USP13	53	41.903	51.0	None
VTA1	10	3.521	7.0	None
NUCKS1	111	90.78	106.0	None
NRK	61	36.205	46.0	None
NUDT15	23	27.292	36.0	None
OSGIN2	59	43.752	55.0	None
NUP50	0	0.0	0.0	None
MPP6	288	170.001	190.0	None
PDLIM4	34	30.175	39.0	None
PDPN	81	49.778	61.0	None
PHOSPHO1	506	271.234	296.0	None
PHC1	30	23.519	31.0	None
PLVAP	39	43.995	55.0	None
POU3F1	111	80.603	95.0	None
PGM2	145	123.442	140.0	None
PRR18	109	79.272	93.0	None
PRR14	0	0.0	0.0	None
POP5	45	35.429	45.0	None
URI1	269	210.766	233.0	chap
RNF103	101	104.322	121.0	None
RNASEH2A	15	8.272	13.0	None
RNF34	0	0.0	0.0	ub
MST1R	0	0.0	0.0	None
MRPL51	103	68.072	81.0	None
POLR3C	14	14.431	21.0	None
SLC26A6	205	154.642	173.04999999999995	None
RXFP2	129	101.376	118.0	None
RWDD3	138	130.633	148.0	None
S100A5	0	0.0	0.0	None
SCN3A	183	148.232	168.0	None
SETD1B	368	264.115	288.0	None
SCAPER	192	154.54	174.0	None
SETD2	44	45.475	56.0	None
SENP1	0	0.0	0.0	None
SCNM1	0	0.0	0.0	None
SPAG1	121	97.771	113.0	chap
SPOCK2	35	41.151	52.0	None
SNX18	91	89.417	105.0	None
SOAT1	0	0.0	0.0	None
SPATA24	475	293.315	319.0	None
SOSTDC1	135	136.604	154.0	None
SMYD5	293	216.514	239.0	None
SPA17	51	52.135	63.0	None
SPON1	0	0.0	0.0	None
SKA3	0	0.0	0.0	None
SIX2	11	11.914	18.0	None
SH2D5	72	73.581	89.0	None
SLA	55	71.304	85.0	None
SHROOM1	34	34.156	44.0	None
SH3D21	85	66.541	79.0	None
SWT1	36	36.993	46.0	None
STRAP	0	0.0	0.0	None
SERTAD2	285	199.319	220.0	None
STMN4	46	66.926	80.0	None
SRSF4	178	196.126	217.04999999999995	None
FARSB	129	97.811	113.0	None
TEX101	338	186.475	207.0	None
UGT3A2	97	98.995	114.0	None
RABGGTB	37	30.327	40.0	None
PLSCR4	0	0.0	0.0	None
PKMYT1	0	0.0	0.0	None
PMS1	0	0.0	0.0	None
PNPLA1	47	42.883	54.0	None
PLEKHN1	87	83.068	97.04999999999995	None
PCTP	234	151.176	168.0	None
PLEKHM1	235	140.763	159.0	None
PLD1	0	0.0	0.0	None
AGPAT3	33	36.811	47.0	None
PSMC3	0	0.0	0.0	None
PRRT2	21	15.317	22.0	None
PTBP1	103	81.122	94.0	None
PTGIS	52	49.916	61.0	None
PTPRT	34	32.407	42.0	None
PDZRN3	96	43.998	54.0	ub
PEX11A	0	0.0	0.0	None
RDM1	0	0.0	0.0	None
RECQL	26	12.024	18.0	None
EBAG9	269	196.997	217.0	None
RAB14	124	143.77	161.04999999999995	None
ARHGAP1	0	0.0	0.0	None
STXBP5L	94	56.345	69.0	None
STX1A	122	83.093	97.04999999999995	None
SSBP3	48	56.351	69.0	None
SYNPO	131	81.504	96.0	None
TBCC	211	178.973	200.0	chap
TMEM126B	318	259.524	283.0	None
TAGLN2	13	18.451	26.0	None
TGFBR2	14	24.653	33.0	None
THEMIS2	10	11.905	18.0	None
TOP3A	92	69.148	83.0	None
TRMT2B	0	0.0	0.0	None
PBK	18	4.263	8.0	None
TSTD2	14	27.485	36.0	None
TSPAN33	46	52.571	64.0	None
TSPO	155	91.147	106.0	None
TTC21B	197	152.293	171.0	None
UHRF1BP1L	403	223.692	248.0	None
UBR5	103	108.462	124.0	ub
P3H1	101	103.89	119.0	None
RSPH1	0	0.0	0.0	None
RUVBL2	38	33.482	43.0	None
SEC14L2	21	31.496	41.0	None
RUNX1	91	98.545	114.0	None
SLC19A3	36	31.478	41.0	None
MRPS33	71	72.8	86.0	None
SLC7A14	124	89.86	105.0	None
RPUSD4	0	0.0	0.0	None
SAA4	64	53.838	65.0	None
SAAL1	173	184.744	205.0	None
SLC45A3	48	35.319	46.0	None
MRPS6	91	119.732	137.0	None
SACS	9	18.463	26.0	chap
SLC39A14	103	74.017	87.0	None
SLC52A1	220	156.423	176.0	None
SRD5A2	0	0.0	0.0	None
SDK1	198	176.155	195.0	None
SAMD12	0	0.0	0.0	None
SAMD15	178	167.946	189.0	None
SCUBE1	129	53.825	66.0	None
SEZ6L	299	167.915	188.0	None
SDHAF1	76	28.073	37.049999999999955	None
SCMH1	42	36.279	46.0	None
AHCYL1	18	9.715	15.0	None
SDS	91	91.938	106.04999999999995	None
SETD6	223	206.56	229.0	None
SPDEF	384	223.791	247.0	None
GHRH	192	166.028	187.04999999999995	None
SMCR8	26	42.807	53.0	None
SKIL	144	114.644	131.0	None
SIX1	110	133.601	152.0	None
SMAP2	0	0.0	0.0	None
IGHMBP2	0	0.0	0.0	None
SMC5	0	0.0	0.0	None
SPATA32	261	200.054	222.0	None
TMEM177	148	137.226	156.0	None
SSC5D	51	43.481	55.0	None
STOML1	0	0.0	0.0	None
SUN2	0	0.0	0.0	None
SERTAD4	129	64.87	77.0	None
TFEB	35	57.274	70.0	None
TEKT5	48	50.585	62.0	None
TET1	44	32.631	41.049999999999955	None
TERF2	40	69.381	83.0	None
TIGD2	46	14.443	21.0	None
TMEM40	16	5.947	10.0	None
TRAP1	214	169.444	190.0	chap
TMEM198	12	7.961	13.0	None
TMEM163	219	158.517	177.04999999999995	None
PTP4A1	195	167.999	188.0	None
TMEM221	143	122.224	140.0	None
TMEM45B	95	86.031	101.0	None
TRAPPC13	151	137.813	156.0	None
TMC5	111	119.481	137.0	None
TMEM102	247	173.5	193.04999999999995	None
TMEM50A	74	49.48	61.0	None
TMEM248	170	154.848	175.0	None
TLE4	22	24.57	33.0	None
LTF	63	109.211	126.0	None
TTLL6	280	192.702	213.0	None
TSPAN1	0	0.0	0.0	None
UBXN1	117	121.846	139.0	None
USP21	323	297.404	322.0	ub
ATP6V1B2	22	29.952	39.0	None
VASN	0	0.0	0.0	None
ATP6V1A	49	51.585	64.0	None
ATP6V0A1	159	187.52	209.0	None
WLS	29	30.735	39.049999999999955	None
CX3CL1	237	228.901	251.0	None
WDR75	20	25.454	33.0	None
XPNPEP3	104	70.542	83.0	None
WFIKKN2	10	14.831	21.049999999999955	None
NUP62	17	28.579	37.0	None
OGDHL	129	71.403	86.0	None
PAX2	11	4.801	9.0	None
PDCD5	0	0.0	0.0	None
PHLPP2	93	74.095	87.0	None
PPP2R3C	0	0.0	0.0	None
PEMT	19	26.665	35.0	None
PGLYRP2	183	150.943	170.0	None
PEPD	20	22.426	30.0	None
PLSCR5	460	293.003	320.0	None
PLSCR2	45	53.172	64.04999999999995	None
PLXND1	114	110.183	127.0	None
PLCH2	0	0.0	0.0	None
PYGB	0	0.0	0.0	None
PWP1	71	73.797	87.0	None
RCL1	233	170.361	191.0	None
RBM4B	24	31.569	41.0	None
RANBP17	0	0.0	0.0	None
RC3H1	8	6.683	11.0	ub
RBM11	163	142.784	162.04999999999995	None
RAMP2	0	0.0	0.0	None
RIPK2	50	58.056	70.0	None
UPF3A	0	0.0	0.0	None
RENBP	46	45.73	57.0	None
RNF216	16	17.559	24.049999999999955	ub
POLR1C	21	15.892	22.0	None
MRPL11	206	192.814	213.0	None
MRPL40	0	0.0	0.0	None
RPTN	49	63.265	76.0	None
RPS18	103	107.916	125.0	None
STXBP6	31	42.52	53.0	None
SI	371	247.418	271.0	None
SUMO2	270	180.93	202.0	None
SYDE1	0	0.0	0.0	None
UBAP1	19	17.721	25.0	None
SYT4	36	21.03	29.0	None
SYT6	48	42.689	54.0	None
TBC1D9B	204	167.96	188.0	None
TFIP11	10	13.8	20.0	None
TXN2	167	134.313	152.0	None
TECTA	25	22.934	31.0	None
ACAA1	31	40.003	50.0	None
TBXAS1	31	35.315	44.0	None
TCEAL5	18	28.905	38.0	None
TMEM33	80	119.931	138.0	None
TMEM60	51	41.025	51.0	None
TAPBP	64	31.285	40.0	None
TOMM70A	46	49.079	60.0	None
TTPA	100	132.186	150.0	None
TRNAU1AP	0	0.0	0.0	None
TTYH2	0	0.0	0.0	None
BCAN	344	223.53	246.04999999999995	None
P4HA1	78	100.666	117.0	None
ALPP	0	0.0	0.0	None
PPIA	325	224.665	248.0	None
PSORS1C2	43	26.845	36.0	None
PRPF6	17	33.883	43.0	None
PPM1K	0	0.0	0.0	None
PPM1H	146	169.88	188.0	None
PTF1A	23	19.763	27.0	None
PSMD12	24	21.95	29.0	None
UQCRC2	9	9.211	14.0	None
PYGO2	10	16.172	23.0	None
RNF7	92	94.324	110.0	None
RBM7	0	0.0	0.0	None
RAB33B	71	42.827	54.0	None
ERC1	56	38.205	48.0	None
RAB40B	23	26.712	35.0	None
REXO1	20	22.515	31.0	None
RIBC1	34	50.392	62.0	None
RHOQ	84	37.726	48.0	None
ARHGAP30	39	49.552	62.0	None
RPL10	21	15.206	22.0	None
RSL24D1	0	0.0	0.0	None
RMND5B	123	123.688	141.0	None
RNF215	21	33.447	43.0	None
RNF222	31	22.312	30.0	None
MRPL34	36	54.699	66.0	None
SMAD3	17	38.05	48.0	None
SMCHD1	0	0.0	0.0	None
STXBP3	19	25.785	34.0	None
STAR	48	58.473	71.0	None
STARD9	48	56.351	69.0	None
STX5	87	104.998	121.04999999999995	None
AGXT	77	53.252	66.0	None
STIM1	0	0.0	0.0	None
STEAP2	75	51.661	64.0	None
STK36	78	79.134	93.0	None
STEAP3	153	90.816	105.0	None
STOML3	70	45.185	56.0	None
SYAP1	21	14.926	21.0	None
SPTY2D1	39	29.992	39.0	chap
SRXN1	21	22.259	31.0	None
HARS2	45	18.13	25.0	None
TAF1C	25	12.854	19.0	None
SZT2	87	48.182	60.0	None
TMEM132B	0	0.0	0.0	None
SZRD1	0	0.0	0.0	None
THSD7B	60	33.578	44.0	None
TANC1	24	40.265	50.0	None
CCDC59	17	13.296	20.0	None
TFEC	66	45.0	56.0	None
THRSP	0	0.0	0.0	None
TGM6	0	0.0	0.0	None
TCF19	19	15.749	23.0	None
TBX18	0	0.0	0.0	None
TIMD4	19	9.914	15.0	None
TCHHL1	10	12.135	18.0	None
TEKT3	0	0.0	0.0	None
TEX36	81	31.979	41.0	None
TCF15	116	134.16	152.0	None
ZFP36L1	344	229.862	252.0	None
TMOD3	226	125.586	143.0	None
TF	73	77.08	91.0	None
TMCC3	81	92.937	108.0	None
TRIM13	0	0.0	0.0	ub
TRIM6	43	54.218	66.0	None
PI4K2B	18	24.316	32.0	None
PHLDB1	77	41.899	52.0	None
PHF19	281	244.76	267.0	None
PKP4	159	137.958	156.0	None
PJA1	35	36.777	46.0	ub
PRIM2	21	33.474	44.0	None
PTMA	58	83.286	97.0	None
PSMD10	91	78.39	91.0	None
REC8	48	53.546	65.0	None
RAB3IL1	35	42.659	53.0	None
RAB24	95	131.598	149.0	None
RIC8B	55	52.426	64.04999999999995	None
RAB1A	68	52.246	64.0	None
RAD51AP2	0	0.0	0.0	None
RBP3	21	15.941	23.0	None
RFC4	44	48.778	60.0	None
RIMKLA	224	149.32	167.04999999999995	None
ARHGAP27	47	52.081	64.0	None
REEP2	0	0.0	0.0	None
RALGAPA1	0	0.0	0.0	None
RALGPS2	53	49.732	61.0	None
RELB	105	65.015	77.0	None
RNF181	59	62.779	76.0	ub
RNF4	239	158.852	177.0	ub
RPF2	25	22.522	30.0	None
RRP15	23	30.097	39.0	None
RSAD1	21	34.838	44.0	None
SLC26A4	0	0.0	0.0	None
SLC28A2	38	48.67	60.0	None
SLC28A3	43	43.588	55.0	None
SLC27A6	129	89.674	105.0	None
SLC25A34	45	58.623	71.0	None
SLC25A42	47	49.165	60.0	None
SLC38A4	0	0.0	0.0	None
SLC38A6	24	17.907	25.0	None
MRPS34	24	37.668	48.0	None
TBC1D10A	51	61.065	75.0	None
SLC38A7	13	17.397	24.0	None
SLC38A3	97	72.628	86.0	None
SLC47A1	51	50.941	63.0	None
SEZ6L2	29	29.243	38.0	None
SAMD9L	116	113.516	129.0	None
CHGB	184	144.362	164.0	None
SEC16B	223	266.086	289.0	None
SENP6	101	122.937	140.0	None
SCN8A	0	0.0	0.0	None
SPAG17	14	9.354	15.0	None
SPATS2	175	182.218	203.0	None
ST8SIA1	32	29.339	38.0	None
SP6	101	80.347	95.0	None
AANAT	0	0.0	0.0	None
SLC9A1	321	222.575	243.0	None
SHC2	74	90.209	104.04999999999995	None
SGPP1	166	124.864	142.0	None
SHPRH	109	47.016	59.0	ub
SIPA1	0	0.0	0.0	None
SNX11	96	49.116	61.0	None
STARD10	399	321.061	347.0	None
SRRT	52	42.164	52.0	None
TSC1	0	0.0	0.0	chap
MGRN1	82	127.746	145.0	ub
CHCHD6	78	106.944	123.0	None
MAP1LC3B	70	59.399	71.0	None
MRC2	17	23.091	31.0	None
MTG2	101	58.686	70.04999999999995	None
NCKAP5L	59	54.888	68.0	None
NDC1	0	0.0	0.0	None
MYH15	0	0.0	0.0	None
NIPAL2	21	10.668	16.0	None
NPBWR1	48	54.842	66.0	None
NDRG1	16	25.229	33.0	None
SERPINF1	360	305.787	330.04999999999995	None
CYB5D2	21	18.082	25.0	None
NINL	20	51.993	64.0	None
NOX3	0	0.0	0.0	None
NOM1	0	0.0	0.0	None
GRIN2B	274	172.946	193.0	None
NFKB2	52	24.634	34.0	None
PIWIL1	98	89.991	106.0	None
NUP153	29	39.013	49.0	None
NSMCE2	52	57.572	69.0	None
NR2F6	36	28.444	37.0	None
OSBPL1A	0	0.0	0.0	None
OSBP	41	22.624	31.0	None
PFDN1	17	34.604	45.0	chap
RYR3	23	34.475	44.0	None
SNX22	0	0.0	0.0	None
SLFN12L	0	0.0	0.0	None
SPIB	14	21.169	29.0	None
SOX10	27	28.462	37.0	None
SPHK2	37	53.298	65.0	None
SFT2D2	40	35.33	45.0	None
SHISA7	300	241.166	265.04999999999995	None
SMARCAL1	44	96.142	112.0	None
SMC3	51	66.602	79.0	None
SMAD5	21	30.733	40.0	None
SHISA2	49	57.259	70.0	None
STXBP1	253	154.433	174.0	None
STON2	36	42.709	53.0	None
STOM	20	27.743	36.0	None
SUPT6H	86	107.368	124.0	chap
STAC3	20	30.207	39.049999999999955	None
STARD6	63	56.013	68.0	None
SNUPN	14	24.728	33.0	None
SVEP1	21	32.701	42.0	None
STK38	56	57.892	70.0	None
AARS2	35	40.37	51.0	None
SYCE3	0	0.0	0.0	None
SYPL1	39	41.305	51.0	None
NARS2	73	68.127	82.0	None
