human	macaque	mouse
MBD5	MBD5	Mbd5
EPRS	None	Eprs
KIAA2022	None	None
COL2A1	COL2A1	Col2a1
MROH2B	MROH2B	Mroh2b
PLEKHH2	PLEKHH2	Plekhh2
WHSC1L1	None	Whsc1l1
ARAP3	ARAP3	Arap3
C4B	None	None
SAMD9L	SAMD9L	Samd9l
CEP170	CEP170	Cep170
ADGRL2	None	Lphn2
MAP3K1	MAP3K1	Map3k1
BAZ1B	BAZ1B	Baz1b
MRC1	MRC1	Mrc1
CDC42BPG	CDC42BPG	Cdc42bpg
GAPVD1	GAPVD1	Gapvd1
GEMIN5	GEMIN5	Gemin5
RUSC2	RUSC2	Rusc2
SAMD9	SAMD9	None
ADGRL3	LPHN3	Lphn3
PDS5B	PDS5B	Pds5b
KCP	KCP	Kcp
DLC1	DLC1	Dlc1
PTPRK	PTPRK	Ptprk
DUOX2	DUOX2	Duox2
LAMC3	LAMC3	Lamc3
PARP4	PARP4	Parp4
KIAA0556	None	None
DDX60L	DDX60L	None
ATRN	ATRN	Atrn
BCL9	BCL9	Bcl9
UHRF1BP1L	UHRF1BP1L	Uhrf1bp1l
GRIN2A	GRIN2A	Grin2a
CDK12	CDK12	Cdk12
MEGF6	MEGF6	Megf6
ALPK3	ZNF592	Alpk3
DENND4B	DENND4B	Dennd4b
ARHGEF11	ARHGEF11	Arhgef11
PTPRG	PTPRG	Ptprg
PCF11	PCF11	Pcf11
NCOA1	NCOA1	Ncoa1
DCC	DCC	Dcc
MAGI2	MAGI2	Magi2
COL1A1	COL1A1	Col1a1
ABCC5	ABCC5	Abcc5
FMN2	FMN2	Fmn2
LMTK3	LMTK3	Lmtk3
ATP7A	ATP7A	Atp7a
PTCH1	PTCH1	Ptch1
PKD1L2	None	Pkd1l2
PTPRU	PTPRU	Ptpru
CFTR	None	Cftr
RPRD2	RPRD2	Rprd2
MAGI3	MAGI3	Magi3
MAPKBP1	MAPKBP1	Mapkbp1
DOT1L	DOT1L	Dot1l
MAGI1	MAGI1	Magi1
DAPK1	DAPK1	Dapk1
KDM5D	None	None
RIC1	None	Ric1
KIAA1210	KIAA1210	Gm14569
LRRIQ1	LRRIQ1	Lrriq1
YTHDC2	YTHDC2	Ythdc2
VWDE	VWDE	None
PXDN	PXDN	Pxdn
SHROOM4	SHROOM4	Shroom4
ADCY10	ADCY10	Adcy10
SSC5D	SSC5D	Ssc5d
VPS8	VPS8	Vps8
DUOX1	DUOX1	Duox1
WDR62	WDR62	Wdr62
TRAPPC8	TRAPPC8	Trappc8
SHROOM2	SHROOM2	Shroom2
KDM6A	KDM6A	Kdm6a
ABCC2	ABCC2	Abcc2
ARHGAP23	ARHGAP23	Arhgap23
NEO1	NEO1	Neo1
CUX2	CUX2	Cux2
ATAD2B	ATAD2B	Atad2b
ANKRD50	ANKRD50	None
NRK	NRK	Nrk
SETD5	SETD5	Setd5
NOS1	NOS1	Nos1
ZMYM2	ZMYM2	Zmym2
ZMYM3	ZMYM3	Zmym3
PLA2R1	PLA2R1	Pla2r1
UGGT2	UGGT2	Uggt2
COL3A1	COL3A1	Col3a1
ATRNL1	ATRNL1	Atrnl1
NUP160	NUP160	Nup160
POLR3A	POLR3A	Polr3a
SYCP2	SYCP2	Sycp2
AIM1L	None	None
MYOM2	MYOM2	Myom2
POLA1	POLA1	Pola1
NCOA3	NCOA3	Ncoa3
MED23	MED23	Med23
SHANK2	SHANK2	Shank2
PLXNB3	None	Plxnb3
RSF1	RSF1	Rsf1
NCAPD3	NCAPD3	Ncapd3
EDC4	EDC4	Edc4
CNTNAP1	CNTNAP1	Cntnap1
USP47	USP47	Usp47
IGF1R	IGF1R	Igf1r
NUP153	NUP153	Nup153
ZNF831	ZNF831	Zfp831
KIAA0232	KIAA0232	D5Ertd579e
SLX4	SLX4	Slx4
NUP155	NUP155	Nup155
PPIP5K1	PPIP5K1	Ppip5k1
ATP10B	ATP10B	Atp10b
NISCH	NISCH	Nisch
TRPM2	TRPM2	Trpm2
CCDC18	CCDC18	Ccdc18
ARHGEF40	ARHGEF40	Arhgef40
ZCCHC6	None	Zcchc6
SOGA1	SOGA1	Soga1
NHSL1	NHSL1	Nhsl1
SBNO1	SBNO1	Sbno1
ARHGEF5	ARHGEF5	Arhgef5
ANKAR	ANKAR	Ankar
POGZ	POGZ	Pogz
NKTR	NKTR	Nktr
PKD1L3	PKD1L3	Pkd1l3
ROCK2	ROCK2	Rock2
TNS2	None	Tenc1
ASXL1	ASXL1	Asxl1
TMEM2	TMEM2	Tmem2
ARAP1	ARAP1	Arap1
ABCC10	ABCC10	Abcc10
CECR2	CECR2	Cecr2
UHRF1BP1	UHRF1BP1	Uhrf1bp1
ZNF609	ZNF609	Zfp609
SCAPER	SCAPER	Scaper
MET	MET	Met
RAB3GAP2	RAB3GAP2	Rab3gap2
SYNM	SYNM	Synm
SYNJ2	SYNJ2	Synj2
RIMBP3	None	Rimbp3
DROSHA	DROSHA	Drosha
TNS3	TNS3	Tns3
NWD1	NWD1	Nwd1
ABCC6	ABCC6	Abcc6
UACA	UACA	Uaca
PIK3R4	PIK3R4	Pik3r4
ZNF521	ZNF521	Zfp521
ATP10A	ATP10A	Atp10a
ROCK1	ROCK1	Rock1
MAP3K5	MAP3K5	Map3k5
PHRF1	PHRF1	Phrf1
DISP2	DISP2	Disp2
ERCC6L2	ERCC6L2	Ercc6l2
FANCD2	FANCD2	Fancd2
ZFYVE16	ZFYVE16	Zfyve16
EEA1	EEA1	Eea1
CASKIN1	CASKIN1	Caskin1
PIK3C2G	PIK3C2G	Pik3c2g
LRRC9	None	Lrrc9
WHSC1	None	Whsc1
SSH2	SSH2	Ssh2
ERCC6	ERCC6	Ercc6
ROBO2	ROBO2	Robo2
RPTOR	RPTOR	Rptor
PDS5A	PDS5A	Pds5a
URB2	URB2	Urb2
IFT140	IFT140	Ift140
RLTPR	None	Rltpr
SNED1	SNED1	Sned1
FGD6	FGD6	Fgd6
None	None	None
RFX7	RFX7	Rfx7
BRD4	BRD4	Brd4
KIAA0195	None	None
CEMIP	None	Cemip
CPSF1	None	Cpsf1
KIAA0586	KIAA0586	None
RAD54L2	RAD54L2	Rad54l2
NES	NES	Nes
RGS12	RGS12	Rgs12
FHOD3	FHOD3	None
FAM135B	FAM135B	Fam135b
ATP7B	ATP7B	Atp7b
LMTK2	LMTK2	Lmtk2
KDR	KDR	Kdr
NPAT	NPAT	Npat
CADPS	CADPS	Cadps
NUP210L	None	Nup210l
ERBB3	ERBB3	Erbb3
CPD	CPD	Cpd
NFASC	NFASC	Nfasc
DHX57	DHX57	Dhx57
PARD3	PARD3	Pard3
ZFYVE9	ZFYVE9	Zfyve9
TNR	TNR	Tnr
SOS2	SOS2	Sos2
ERBB4	ERBB4	Erbb4
MYO15B	None	None
TEX14	TEX14	Tex14
GRIN2D	GRIN2D	Grin2d
SOS1	SOS1	Sos1
A2ML1	A2ML1	None
SMG6	SMG6	Smg6
ASXL2	ASXL2	Asxl2
CRB1	CRB1	Crb1
PTCHD2	None	Ptchd2
ADCY9	ADCY9	Adcy9
SYNGAP1	SYNGAP1	Syngap1
SCAF11	SCAF11	Scaf11
CNTNAP2	CNTNAP2	Cntnap2
FYCO1	FYCO1	Fyco1
EFCAB5	EFCAB5	Efcab5
ASTN2	ASTN2	Astn2
ZNF423	ZNF423	Zfp423
TNKS	TNKS	Tnks
MINK1	MINK1	Mink1
EFCAB6	EFCAB6	Efcab6
YEATS2	YEATS2	Yeats2
LRRC16B	None	Lrrc16b
HMGXB3	HMGXB3	Hmgxb3
LRRC16A	None	Lrrc16a
SF3B1	SF3B1	Sf3b1
NID2	NID2	Nid2
PALLD	PALLD	Palld
ATP10D	ATP10D	Atp10d
MAPK8IP3	MAPK8IP3	Mapk8ip3
TNIK	TNIK	Tnik
MSH6	MSH6	Msh6
SBNO2	SBNO2	Sbno2
HFM1	HFM1	Hfm1
ARHGAP31	ARHGAP31	Arhgap31
SPAG9	SPAG9	Spag9
WDR19	WDR19	Wdr19
CYFIP2	CYFIP2	Cyfip2
PEG3	PEG3	Peg3
ATAD2	ATAD2	Atad2
ERBB2IP	None	Erbb2ip
BLM	BLM	Blm
KIF15	KIF15	Kif15
DHX29	DHX29	Dhx29
KTN1	KTN1	Ktn1
ASTN1	ASTN1	Astn1
COL18A1	COL18A1	Col18a1
MYOM3	MYOM3	Myom3
C11orf30	None	None
MLH3	MLH3	Mlh3
PITPNM2	PITPNM2	Pitpnm2
QRICH2	QRICH2	None
CLIP1	CLIP1	Clip1
PLB1	PLB1	Plb1
PLCG1	PLCG1	Plcg1
DNAH14	None	Dnah14
IBTK	IBTK	Ibtk
USP31	USP31	Usp31
ZNF644	ZNF644	Zfp644
FGD5	FGD5	Fgd5
NPHP3	NPHP3	Nphp3
UBN2	UBN2	Ubn2
C9orf84	None	None
PXDNL	PXDNL	None
KIF27	KIF27	Kif27
KDM3A	KDM3A	Kdm3a
IGSF9B	IGSF9B	Igsf9b
CCDC88B	CCDC88B	Ccdc88b
SIN3A	SIN3A	Sin3a
WDR33	WDR33	Wdr33
ZNF335	ZNF335	Zfp335
MN1	MN1	Mn1
ADGRA3	None	Gpr125
RIMS2	RIMS2	Rims2
PLEKHG1	PLEKHG1	Plekhg1
GOLGA3	GOLGA3	Golga3
GIGYF2	GIGYF2	Gigyf2
ROBO3	ROBO3	Robo3
SIK3	SIK3	Sik3
DENND5A	DENND5A	Dennd5a
SALL1	SALL1	Sall1
ADAMTS13	ADAMTS13	Adamts13
JAG1	JAG1	Jag1
RNF123	RNF123	Rnf123
ZNF532	ZNF532	Zfp532
PHLPP2	PHLPP2	Phlpp2
FLT1	FLT1	Flt1
ACIN1	ACIN1	Acin1
NRCAM	NRCAM	Nrcam
MYO3B	MYO3B	Myo3b
FLT4	FLT4	Flt4
CNTNAP5	CNTNAP5	Cntnap5a
ZNF536	ZNF536	Zfp536
NCAPD2	NCAPD2	Ncapd2
MST1R	MST1R	Mst1r
EHMT1	EHMT1	Ehmt1
UBE2O	UBE2O	Ube2o
ZMYM6	ZMYM6	Zmym6
PNPLA6	PNPLA6	Pnpla6
PLEKHH1	PLEKHH1	Plekhh1
TBC1D9	TBC1D9	Tbc1d9
TTC21B	TTC21B	Ttc21b
PZP	PZP	None
PLCH2	PLCH2	Plch2
GPRASP1	GPRASP1	Gprasp1
ABCC3	ABCC3	Abcc3
CLUH	CLUH	Cluh
WRN	WRN	Wrn
FRMPD4	FRMPD4	Frmpd4
MAP3K15	MAP3K15	Map3k15
UPF2	UPF2	Upf2
ZBED9	None	None
CYFIP1	CYFIP1	Cyfip1
TRPS1	TRPS1	Trps1
ARID4B	ARID4B	Arid4b
NEDD4	NEDD4	None
DHX9	DHX9	Dhx9
AFF2	AFF2	Aff2
CACHD1	CACHD1	Cachd1
INSR	INSR	Insr
ACE	ACE	Ace
STAG1	STAG1	Stag1
CD163L1	CD163L1	None
NCKAP5L	NCKAP5L	Nckap5l
MYO6	MYO6	Myo6
INSRR	INSRR	Insrr
IRS2	IRS2	Irs2
WDR17	WDR17	Wdr17
CADPS2	CADPS2	Cadps2
FAM186A	None	None
EHBP1L1	EHBP1L1	Ehbp1l1
MYPN	MYPN	Mypn
ABCC12	ABCC12	Abcc12
FMN1	FMN1	Fmn1
RASGRF1	RASGRF1	Rasgrf1
SCAF8	SCAF8	Scaf8
FHAD1	FHAD1	Fhad1
ARHGEF10	ARHGEF10	Arhgef10
DENND5B	DENND5B	Dennd5b
RTL1	RTL1	Rtl1
NACAD	NACAD	Nacad
KANK1	KANK1	Kank1
MAST3	MAST3	Mast3
COL17A1	COL17A1	Col17a1
ATXN2	ATXN2	Atxn2
SGK223	None	D8Ertd82e
PPFIA2	PPFIA2	Ppfia2
CNTLN	CNTLN	Cntln
AKNA	AKNA	Akna
XDH	XDH	Xdh
NFRKB	NFRKB	Nfrkb
KDM2B	KDM2B	Kdm2b
TRAPPC10	TRAPPC10	Trappc10
GVINP1	None	Gvin1
CNTNAP4	CNTNAP4	Cntnap4
MIA2	MIA2	Mia2
C10orf71	C10orf71	None
ADCY8	ADCY8	Adcy8
ABCC4	ABCC4	Abcc4
ZNF518A	ZNF518A	Zfp518a
PFAS	PFAS	Pfas
TPP2	TPP2	Tpp2
COL15A1	COL15A1	Col15a1
ARHGAP33	ARHGAP33	Arhgap33
KCNMA1	KCNMA1	Kcnma1
PHLDB1	PHLDB1	Phldb1
PRX	PRX	Prx
ADCY5	ADCY5	Adcy5
FANCI	FANCI	Fanci
CD109	CD109	Cd109
GAK	GAK	Gak
CCDC171	CCDC171	Ccdc171
ATP2B2	ATP2B2	Atp2b2
BCR	BCR	Bcr
VARS	VARS	Vars
STAG2	STAG2	Stag2
KIF7	KIF7	Kif7
TBC1D4	TBC1D4	Tbc1d4
ABCB11	ABCB11	Abcb11
SYMPK	SYMPK	Sympk
TDRD9	TDRD9	Tdrd9
FER1L4	None	Fer1l4
SMC1A	SMC1A	Smc1a
NPHP4	NPHP4	Nphp4
TTC21A	TTC21A	Ttc21a
FLII	FLII	Flii
AOX1	AOX1	Aox1
ANKS1B	ANKS1B	Anks1b
PRDM16	PRDM16	Prdm16
PLCG2	PLCG2	Plcg2
SMC4	SMC4	Smc4
EIF3A	EIF3A	Eif3a
TRO	TRO	Tro
IGSF1	IGSF1	Igsf1
CFAP46	None	Cfap46
FANCA	FANCA	Fanca
TTBK1	TTBK1	Ttbk1
IKBKAP	None	Ikbkap
PPIP5K2	PPIP5K2	Ppip5k2
None	None	Col6a4
PCDH9	PCDH9	Pcdh9
JARID2	JARID2	Jarid2
RASGRF2	RASGRF2	Rasgrf2
PLEKHG2	PLEKHG2	Plekhg2
RAD50	RAD50	Rad50
ZEB2	ZEB2	Zeb2
CLASP2	CLASP2	Clasp2
TECPR2	TECPR2	Tecpr2
DCTN1	DCTN1	Dctn1
MAP4K4	MAP4K4	Map4k4
CAND1	CAND1	Cand1
ARID4A	ARID4A	Arid4a
ARHGEF10L	ARHGEF10L	Arhgef10l
DHX38	DHX38	Dhx38
FER1L5	None	Fer1l5
ERICH3	None	Erich3
TCHH	TCHH	Tchh
UTY	None	None
PHKA2	PHKA2	Phka2
AGTPBP1	AGTPBP1	Agtpbp1
KIF24	KIF24	Kif24
RRP12	RRP12	Rrp12
CLSPN	CLSPN	Clspn
AUTS2	AUTS2	Auts2
VCPIP1	VCPIP1	Vcpip1
SF3B3	SF3B3	Sf3b3
None	ARHGEF18	Arhgef18
USP42	USP42	Usp42
OPLAH	OPLAH	Oplah
GNPTAB	GNPTAB	Gnptab
BRPF1	BRPF1	Brpf1
SMC3	SMC3	Smc3
PTPRO	PTPRO	Ptpro
EGFR	None	Egfr
COL1A2	COL1A2	Col1a2
NPC1	NPC1	Npc1
EDRF1	None	Edrf1
SETDB1	SETDB1	Setdb1
ADGRF5	None	Gpr116
ATP2B1	ATP2B1	Atp2b1
PEX1	PEX1	Pex1
CGNL1	CGNL1	Cgnl1
CTNND2	CTNND2	Ctnnd2
KIF4A	KIF4A	Kif4
ZNF541	ZNF541	Zfp541
SMARCC2	SMARCC2	Smarcc2
CFAP57	None	Cfap57
HDLBP	HDLBP	Hdlbp
SH3TC2	SH3TC2	Sh3tc2
TTBK2	TTBK2	Ttbk2
DGKH	DGKH	Dgkh
SEC24B	SEC24B	Sec24b
L1CAM	L1CAM	L1cam
AMBRA1	AMBRA1	Ambra1
HIPK3	HIPK3	Hipk3
RAPH1	RAPH1	Raph1
COPA	COPA	Copa
NID1	NID1	Nid1
SEC31A	SEC31A	Sec31a
RASAL2	RASAL2	Rasal2
FBXO38	FBXO38	Fbxo38
IFT122	IFT122	Ift122
ADAMTS18	ADAMTS18	Adamts18
SYNRG	SYNRG	Synrg
SORBS1	SORBS1	Sorbs1
DHX8	DHX8	Dhx8
ATP2B3	ATP2B3	Atp2b3
WDR11	WDR11	Wdr11
ADAMTS19	ADAMTS19	Adamts19
GRM5	GRM5	Grm5
PLCB1	PLCB1	Plcb1
ATP8B1	ATP8B1	Atp8b1
RGAG1	None	Rgag1
TAF2	TAF2	Taf2
XPO5	XPO5	Xpo5
KIAA1462	None	None
TONSL	TONSL	Tonsl
IL16	IL16	Il16
SCRIB	SCRIB	Scrib
ABCB4	ABCB4	Abcb4
ZFAT	ZFAT	Zfat
INPPL1	INPPL1	Inppl1
IRS1	IRS1	Irs1
DSEL	DSEL	Dsel
POLR2B	POLR2B	Polr2b
HIPK2	HIPK2	Hipk2
ZSWIM6	ZSWIM6	Zswim6
NOS3	NOS3	Nos3
NPC1L1	NPC1L1	Npc1l1
PCDH7	PCDH7	Pcdh7
SLC4A2	SLC4A2	Slc4a2
ERBB2	ERBB2	Erbb2
PITPNM1	PITPNM1	Pitpnm1
PHKA1	PHKA1	Phka1
SUCO	SUCO	Suco
TTLL5	TTLL5	Ttll5
MYT1L	MYT1L	Myt1l
MAP3K6	MAP3K6	Map3k6
GLG1	GLG1	Glg1
PUM1	PUM1	Pum1
RC3H2	RC3H2	Rc3h2
MTR	MTR	Mtr
SKIV2L	SKIV2L	Skiv2l
NAIP	NAIP	Naip1
CRAMP1L	CRAMP1L	Cramp1l
EHBP1	EHBP1	Ehbp1
THBS1	THBS1	Thbs1
ANO8	ANO8	Ano8
BRD8	BRD8	Brd8
TBC1D9B	TBC1D9B	Tbc1d9b
TAOK2	TAOK2	Taok2
FNDC3A	FNDC3A	Fndc3a
REV1	REV1	Rev1
NEK1	NEK1	Nek1
NCAN	NCAN	Ncan
ERCC6L	ERCC6L	Ercc6l
PHLDB2	PHLDB2	Phldb2
AFF3	AFF3	Aff3
PKP4	PKP4	Pkp4
ZBTB38	ZBTB38	Zbtb38
PTPN14	PTPN14	Ptpn14
ATP8A2	ATP8A2	Atp8a2
TRERF1	TRERF1	Trerf1
ATP8B2	ATP8B2	Atp8b2
INTS2	INTS2	Ints2
TNN	TNN	Tnn
MYBPC3	MYBPC3	Mybpc3
PCDH11X	PCDH11X	Pcdh11x
EHMT2	EHMT2	Ehmt2
EIF5B	EIF5B	Eif5b
TCOF1	TCOF1	Tcof1
USP19	USP19	Usp19
THBS2	THBS2	Thbs2
MEGF10	MEGF10	Megf10
PPFIA3	PPFIA3	Ppfia3
FAM193A	FAM193A	Fam193a
HDAC6	HDAC6	Hdac6
MTMR4	MTMR4	Mtmr4
NOMO1	None	Nomo1
CAMSAP3	CAMSAP3	Camsap3
ZNF687	ZNF687	Zfp687
ATF7IP	ATF7IP	Atf7ip
FRMPD2	FRMPD2	Gm626
ABCC11	ABCC11	None
DGKK	DGKK	Dgkk
KIAA1033	KIAA1033	None
ADAMTS3	ADAMTS3	Adamts3
MMS22L	MMS22L	Mms22l
RGS22	RGS22	Rgs22
CDON	CDON	Cdon
HCN4	HCN4	Hcn4
RPGRIP1L	RPGRIP1L	Rpgrip1l
MROH7	MROH7	Mroh7
RBP3	RBP3	Rbp3
IGDCC4	IGDCC4	Igdcc4
STIL	STIL	Stil
KDM2A	KDM2A	Kdm2a
SLC12A2	SLC12A2	Slc12a2
RRBP1	RRBP1	Rrbp1
CRB2	CRB2	Crb2
ADAMTS16	ADAMTS16	Adamts16
ITIH6	ITIH6	None
ATP8A1	ATP8A1	Atp8a1
FAM21A	None	Fam21
MTUS2	MTUS2	Mtus2
CFAP61	None	Cfap61
PPFIA1	PPFIA1	Ppfia1
GSE1	GSE1	Gse1
SORCS3	SORCS3	Sorcs3
WAPAL	None	Wapal
ATP13A3	ATP13A3	Atp13a3
PAPLN	PAPLN	Papln
NHSL2	NHSL2	Nhsl2
ATP13A1	ATP13A1	Atp13a1
MTMR3	MTMR3	Mtmr3
SSFA2	None	Ssfa2
ARHGAP29	ARHGAP29	Arhgap29
ATP11B	ATP11B	Atp11b
MUC19	None	None
SASH1	SASH1	Sash1
FNDC3B	FNDC3B	Fndc3b
SH3TC1	SH3TC1	Sh3tc1
HEG1	HEG1	Heg1
SLK	SLK	Slk
CTR9	CTR9	Ctr9
GRM1	GRM1	Grm1
KIAA1468	None	None
JAK1	JAK1	Jak1
STK36	STK36	Stk36
ABL2	ABL2	Abl2
GNN	None	None
SLC4A7	SLC4A7	Slc4a7
EVC2	EVC2	Evc2
WNK4	WNK4	Wnk4
KIAA0196	KIAA0196	None
SIN3B	SIN3B	Sin3b
WIZ	None	Wiz
PER2	PER2	Per2
PNPLA7	PNPLA7	Pnpla7
ZC3H4	ZC3H4	Zc3h4
WDR35	WDR35	Wdr35
ADAMTS14	ADAMTS14	Adamts14
ZSWIM5	ZSWIM5	Zswim5
POLG	POLG	Polg
ZMYND8	ZMYND8	Zmynd8
IMPG2	IMPG2	Impg2
CDAN1	CDAN1	Cdan1
PC	PC	Pcx
STXBP5	STXBP5	Stxbp5
SALL3	SALL3	Sall3
SNAPC4	SNAPC4	Snapc4
CARD11	CARD11	Card11
LARS	None	Lars
HIPK1	HIPK1	Hipk1
IGSF3	IGSF3	Igsf3
VWA5B2	VWA5B2	Vwa5b2
CNTNAP3	None	Cntnap3
GRID2IP	GRID2IP	Grid2ip
ARID5B	ARID5B	Arid5b
ATP2B4	ATP2B4	Atp2b4
PASK	PASK	Pask
DIAPH1	DIAPH1	Diap1
PLCB4	PLCB4	Plcb4
KCNT1	KCNT1	Kcnt1
POLR3B	POLR3B	Polr3b
XPO4	XPO4	Xpo4
AFF4	AFF4	Aff4
GRIN2C	GRIN2C	Grin2c
ITGA11	ITGA11	Itga11
ITGA1	ITGA1	Itga1
NLRP1	None	Nlrp1a
LTBP3	LTBP3	Ltbp3
ZC3H6	ZC3H6	Zc3h6
SORCS1	SORCS1	Sorcs1
ATP13A4	ATP13A4	Atp13a4
KCNT2	KCNT2	Kcnt2
ZNF804B	ZNF804B	Zfp804b
ARHGAP20	ARHGAP20	Arhgap20
APAF1	APAF1	Apaf1
ADAMTS6	ADAMTS6	Adamts6
CCAR1	CCAR1	Ccar1
MYO1B	MYO1B	Myo1b
PCDH17	PCDH17	Pcdh17
ZBTB40	ZBTB40	Zbtb40
IARS	None	Iars
ZFPM2	ZFPM2	Zfpm2
KCNH2	KCNH2	Kcnh2
PRDM10	PRDM10	Prdm10
ADGRG6	None	Gpr126
RBM33	RBM33	Rbm33
UPF1	UPF1	Upf1
GPR158	GPR158	Gpr158
DHX30	DHX30	Dhx30
NCKAP1	NCKAP1	Nckap1
CHL1	CHL1	Chl1
SLC12A6	SLC12A6	Slc12a6
NINL	NINL	Ninl
ATN1	ATN1	Atn1
TBC1D32	None	Tbc1d32
ADCY6	ADCY6	Adcy6
ABCB5	ABCB5	Abcb5
ADAR	ADAR	Adar
TRIM66	TRIM66	Trim66
PTPN21	PTPN21	Ptpn21
RBL2	RBL2	Rbl2
DDB1	DDB1	Ddb1
CSPP1	CSPP1	Cspp1
ITGA2	ITGA2	Itga2
PRDM15	PRDM15	Prdm15
ZCCHC2	ZCCHC2	Zcchc2
CACNA2D2	CACNA2D2	Cacna2d2
KIAA1107	BTBD8	None
CASKIN2	CASKIN2	Caskin2
ZBED4	ZBED4	Zbed4
FILIP1	FILIP1	Filip1
MAML2	MAML2	Maml2
ATP8B4	ATP8B4	Atp8b4
BMS1	None	Bms1
ULK4	ULK4	Ulk4
PCDH18	PCDH18	Pcdh18
DGKD	DGKD	Dgkd
STXBP5L	STXBP5L	Stxbp5l
LATS1	LATS1	Lats1
CCDC7	CCDC7	None
PLCL2	PLCL2	Plcl2
STAG3	STAG3	Stag3
SCAP	SCAP	Scap
KIAA0825	KIAA0825	None
DIAPH3	DIAPH3	Diap3
USP7	USP7	Usp7
TSC1	TSC1	Tsc1
CAMTA2	CAMTA2	Camta2
RC3H1	RC3H1	Rc3h1
FBLN2	FBLN2	Fbln2
PARD3B	PARD3B	Pard3b
TTC17	TTC17	Ttc17
FAM120A	FAM120A	None
CILP	CILP	Cilp
ANKFY1	ANKFY1	Ankfy1
XPO6	XPO6	Xpo6
INPP5D	INPP5D	Inpp5d
PCDH19	PCDH19	Pcdh19
TJP2	TJP2	Tjp2
POLR1B	POLR1B	Polr1b
MOV10L1	MOV10L1	Mov10l1
DAB2IP	DAB2IP	Dab2ip
CENPJ	CENPJ	Cenpj
SCAF4	SCAF4	Scaf4
NFX1	NFX1	Nfx1
SLC12A5	SLC12A5	Slc12a5
NRD1	NRD1	Nrd1
TTLL4	TTLL4	Ttll4
RPAP1	RPAP1	Rpap1
ATP9B	ATP9B	Atp9b
TECPR1	TECPR1	Tecpr1
IGSF9	IGSF9	Igsf9
LRPPRC	LRPPRC	Lrpprc
JAK2	JAK2	Jak2
None	None	None
ADAMTS2	ADAMTS2	Adamts2
BMP2K	BMP2K	Bmp2k
C20orf194	None	None
VCL	VCL	Vcl
SGSM1	SGSM1	Sgsm1
KIF16B	KIF16B	Kif16b
PTPRJ	PTPRJ	Ptprj
LAMC2	LAMC2	Lamc2
BTBD7	BTBD7	Btbd7
HEPHL1	HEPHL1	Hephl1
VWA3B	VWA3B	Vwa3b
DZIP3	DZIP3	Dzip3
AGAP2	AGAP2	Agap2
PCDH12	PCDH12	Pcdh12
ADCY3	ADCY3	Adcy3
IPO5	IPO5	Ipo5
PDE3A	PDE3A	Pde3a
SLC4A5	SLC4A5	Slc4a5
CAND2	CAND2	Cand2
MAML3	MAML3	Maml3
PRTG	PRTG	Prtg
RBM20	RBM20	Rbm20
NCAPG2	NCAPG2	Ncapg2
MAN2A2	MAN2A2	Man2a2
ATP13A5	ATP13A5	Atp13a5
MYRF	MYRF	Myrf
AFF1	AFF1	Aff1
TYK2	TYK2	Tyk2
SMC2	SMC2	Smc2
AP3D1	AP3D1	Ap3d1
ZNF804A	ZNF804A	Zfp804a
MAP3K19	MAP3K19	Map3k19
USP40	USP40	Usp40
MECOM	MECOM	Mecom
INPP5F	INPP5F	Inpp5f
HDAC5	HDAC5	Hdac5
ITGA10	ITGA10	Itga10
SRCIN1	SRCIN1	Srcin1
NRDE2	NRDE2	Nrde2
NCKAP1L	NCKAP1L	Nckap1l
ACLY	ACLY	Acly
MAN2A1	MAN2A1	Man2a1
SLC4A3	None	Slc4a3
TBC1D1	TBC1D1	Tbc1d1
ALG13	ALG13	Alg13
AATK	AATK	Aatk
TIE1	TIE1	Tie1
ZEB1	ZEB1	Zeb1
SRGAP1	SRGAP1	Srgap1
TCERG1	TCERG1	Tcerg1
SGOL2	None	Sgol2a
PAN2	PAN2	Pan2
ADAMTS10	ADAMTS10	Adamts10
ZNF516	ZNF516	Zfp516
CGN	CGN	Cgn
PLEKHA7	PLEKHA7	Plekha7
UBE4B	None	Ube4b
ATP11A	ATP11A	Atp11a
GRIP1	GRIP1	Grip1
PLCB2	PLCB2	Plcb2
ATP8B3	ATP8B3	Atp8b3
TP53BP2	TP53BP2	Trp53bp2
TEK	TEK	Tek
MYBBP1A	MYBBP1A	Mybbp1a
BTBD11	BTBD11	Btbd11
HEPH	HEPH	Heph
CD163	CD163	Cd163
MTUS1	MTUS1	Mtus1
LAMB3	LAMB3	Lamb3
FAM65A	None	Fam65a
ATP11C	ATP11C	Atp11c
WWC2	WWC2	Wwc2
AEBP1	AEBP1	Aebp1
CACNA2D3	CACNA2D3	Cacna2d3
ERC1	ERC1	Erc1
PIK3CA	PIK3CA	Pik3ca
TRIM33	TRIM33	Trim33
SLC4A8	SLC4A8	Slc4a8
C2orf71	None	None
TNKS2	TNKS2	Tnks2
MROH5	MROH5	Mroh5
RPGRIP1	RPGRIP1	Rpgrip1
SECISBP2L	SECISBP2L	Secisbp2l
CACNA2D1	CACNA2D1	Cacna2d1
JAG2	JAG2	Jag2
ADCY1	ADCY1	Adcy1
TDRD1	TDRD1	Tdrd1
TIMELESS	TIMELESS	Timeless
SCAF1	SCAF1	Scaf1
NUP133	NUP133	Nup133
ZMYM1	ZMYM1	Zmym1
