human	macaque	mouse
KNL1_HUMAN	A0A1D5QV87_MACMU	KNL1_MOUSE
SCN3A_HUMAN	F6ZAM3_MACMU	SCN3A_MOUSE
TANC2_HUMAN	F6Z3C1_MACMU	TANC2_MOUSE
ARMX4_HUMAN	A0A1D5RGG0_MACMU	E9PWM3_MOUSE
NU205_HUMAN	A0A1D5QYJ7_MACMU	A0A0J9YUD5_MOUSE
EMAL5_HUMAN	F6RYA9_MACMU	EMAL5_MOUSE
ZC3H1_HUMAN	G7N7N4_MACMU	B2RT41_MOUSE
CHD3_HUMAN	A0A1D5RBC8_MACMU	B1AR17_MOUSE
ATS9_HUMAN	F7H0I0_MACMU	E9PUN6_MOUSE
PCX3_HUMAN	A0A1D5QBG8_MACMU	PCX3_MOUSE
MY18A_HUMAN	A0A5F8A5T5_MACMU	MY18A_MOUSE
LAMA1_HUMAN	A0A5F8A5T5_MACMU	LAMA1_MOUSE
CTRO_HUMAN	F7GTI2_MACMU	CTRO_MOUSE
PTPRS_HUMAN	F7HGA1_MACMU	PTPRS_MOUSE
TNR6A_HUMAN	F6TUM5_MACMU	TNR6A_MOUSE
MYO9B_HUMAN	F6PM91_MACMU	MYO9B_MOUSE
OTOF_HUMAN	F7BSS7_MACMU	OTOF_MOUSE
EMAL6_HUMAN	A0A5F7Z7C9_MACMU	EMAL6_MOUSE
MYH10_HUMAN	A0A5F7ZJP4_MACMU	MYH10_MOUSE
HELZ_HUMAN	G7NJB3_MACMU	HELZ_MOUSE
MYH9_HUMAN	A0A1D5R5P8_MACMU	MYH9_MOUSE
MYH11_HUMAN	F6SL60_MACMU	MYH11_MOUSE
SMHD1_HUMAN	H9FRZ8_MACMU	SMHD1_MOUSE
SCN9A_HUMAN	F7A8X1_MACMU	SCN9A_MOUSE
SCN5A_HUMAN	F7CEN9_MACMU	SCN5A_MOUSE
FA5_HUMAN	A0A1D5QJP4_MACMU	FA5_MOUSE
CHD4_HUMAN	F6ZS77_MACMU	CHD4_MOUSE
NOTC4_HUMAN	F7HCR6_MACMU	NOTC4_MOUSE
ESPL1_HUMAN	F7HTH0_MACMU	ESPL1_MOUSE
MYO7B_HUMAN	F6X2Z2_MACMU	MYO7B_MOUSE
K2026_HUMAN	A0A5F7ZQK0_MACMU	H3BKP8_MOUSE
LOXH1_HUMAN	F7H9L7_MACMU	LOXH1_MOUSE
LRP4_HUMAN	H9FUD8_MACMU	LRP4_MOUSE
MYH14_HUMAN	F7HPP8_MACMU	MYH14_MOUSE
MYH3_HUMAN	F7GP56_MACMU	MYH3_MOUSE
LRRK1_HUMAN	F6XKP7_MACMU	LRRK1_MOUSE
CAC1F_HUMAN	F7FD04_MACMU	CAC1F_MOUSE
NUMA1_HUMAN	A0A5F7ZZM6_MACMU	NUMA1_MOUSE
PHF3_HUMAN	F7H0T5_MACMU	B2RQG2_MOUSE
MPDZ_HUMAN	A0A5F7ZWM9_MACMU	MPDZ_MOUSE
NIN_HUMAN	A0A5F8A059_MACMU	NIN_MOUSE
PLXA4_HUMAN	F7BXM1_MACMU	PLXA4_MOUSE
RLF_HUMAN	A0A5K1UQZ5_MACMU	A2A7F4_MOUSE
FREM3_HUMAN	F7EHM2_MACMU	FREM3_MOUSE
PTPRD_HUMAN	A0A5F8A4T4_MACMU	PTPRD_MOUSE
ZNFX1_HUMAN	G7N4K7_MACMU	ZNFX1_MOUSE
HTR5A_HUMAN	A0A5F8ARR6_MACMU	HTR5A_MOUSE
AGRIN_HUMAN	A0A1D5QLN8_MACMU	AGRIN_MOUSE
APC1_HUMAN	A0A5F7ZX10_MACMU	APC1_MOUSE
PLXA2_HUMAN	F6RXZ3_MACMU	PLXA2_MOUSE
UBR3_HUMAN	F6UZY7_MACMU	UBR3_MOUSE
RP1_HUMAN	F7G2C2_MACMU	RP1_MOUSE
DAPLE_HUMAN	A0A5F8AM44_MACMU	DAPLE_MOUSE
TET2_HUMAN	F7DR39_MACMU	TET2_MOUSE
HCFC1_HUMAN	A0A1D5QJR4_MACMU	HCFC1_MOUSE
PCM1_HUMAN	F6SBZ1_MACMU	PCM1_MOUSE
TCF20_HUMAN	A0A5F7ZMJ1_MACMU	TCF20_MOUSE
MICA3_HUMAN	A0A1D5R962_MACMU	MICA3_MOUSE
TARA_HUMAN	A0A1D5Q6M8_MACMU	TARA_MOUSE
TRPM6_HUMAN	F6ZNY5_MACMU	TRPM6_MOUSE
PLXA1_HUMAN	A0A1D5RIA5_MACMU	PLXA1_MOUSE
GREB1_HUMAN	F6US51_MACMU	GREB1_MOUSE
KI26B_HUMAN	A0A1D5QF70_MACMU	KI26B_MOUSE
RHG21_HUMAN	A0A1D5RL14_MACMU	RHG21_MOUSE
CHD5_HUMAN	A0A5F8ASA7_MACMU	CHD5_MOUSE
MYH7B_HUMAN	F6XAV7_MACMU	MYH7B_MOUSE
TDRD6_HUMAN	F7GTW6_MACMU	TDRD6_MOUSE
ABCA7_HUMAN	A0A5F8AQ13_MACMU	ABCA7_MOUSE
PTPRF_HUMAN	A0A5F7ZLB0_MACMU	PTPRF_MOUSE
GRB1L_HUMAN	F7AFM5_MACMU	GRB1L_MOUSE
ARHGH_HUMAN	F7DFN9_MACMU	ARHGH_MOUSE
TF3C1_HUMAN	F7HDU0_MACMU	TF3C1_MOUSE
DICER_HUMAN	A0A5F8A421_MACMU	DICER_MOUSE
PLXD1_HUMAN	F6U223_MACMU	PLXD1_MOUSE
TAF1_HUMAN	F6VX35_MACMU	TAF1_MOUSE
SCNAA_HUMAN	F7CEK9_MACMU	SCNAA_MOUSE
MUC12_HUMAN	A0A5F7ZVB0_MACMU	SCNAA_MOUSE
PTPRB_HUMAN	A0A1D5RJA4_MACMU	PTPRB_MOUSE
GANP_HUMAN	F6ZIW1_MACMU	GANP_MOUSE
MYH4_HUMAN	F6ZHU6_MACMU	MYH4_MOUSE
TRPM7_HUMAN	A0A5F8ATQ0_MACMU	TRPM7_MOUSE
CHD2_HUMAN	G7MW02_MACMU	CHD2_MOUSE
EVPL_HUMAN	F7GGR8_MACMU	EVPL_MOUSE
PCD15_HUMAN	F6Y049_MACMU	PCD15_MOUSE
PGCA_HUMAN	F7C5R9_MACMU	PGCA_MOUSE
TP53B_HUMAN	F7HJA9_MACMU	TP53B_MOUSE
ZGRF1_HUMAN	F7HFN4_MACMU	ZGRF1_MOUSE
BIG1_HUMAN	I0FNI6_MACMU	BIG1_MOUSE
KMT2E_HUMAN	H9FX56_MACMU	KMT2E_MOUSE
TTC3_HUMAN	F6V479_MACMU	TTC3_MOUSE
BAZ2A_HUMAN	F6PWM5_MACMU	BAZ2A_MOUSE
DOCK5_HUMAN	A0A5F7ZBW2_MACMU	DOCK5_MOUSE
NAV1_HUMAN	A0A1D5QAQ3_MACMU	NAV1_MOUSE
PR14L_HUMAN	F7HT42_MACMU	E9Q7C4_MOUSE
TNR6B_HUMAN	F6XNN3_MACMU	TNR6B_MOUSE
DLG5_HUMAN	A0A5F8ALG3_MACMU	DLG5_MOUSE
MYH7_HUMAN	A0A1D5QHS7_MACMU	MYH7_MOUSE
CAC1S_HUMAN	F7HPW3_MACMU	CAC1S_MOUSE
FANCM_HUMAN	F6WK00_MACMU	FANCM_MOUSE
VWA8_HUMAN	A0A5F7ZA15_MACMU	VWA8_MOUSE
BTAF1_HUMAN	A0A1D5Q9F4_MACMU	E9QAE3_MOUSE
ZN236_HUMAN	A0A1D5R1W5_MACMU	S4R299_MOUSE
DEN4C_HUMAN	F7HT26_MACMU	DEN4C_MOUSE
TM131_HUMAN	A0A5F7ZEX8_MACMU	TM131_MOUSE
CROCC_HUMAN	F7FP41_MACMU	CROCC_MOUSE
PSME4_HUMAN	H9ET09_MACMU	PSME4_MOUSE
ZSWM8_HUMAN	H9YYP7_MACMU	ZSWM8_MOUSE
SHRM3_HUMAN	A0A5F7ZEH4_MACMU	SHRM3_MOUSE
DOCK2_HUMAN	A0A5F8AG46_MACMU	DOCK2_MOUSE
RGPA2_HUMAN	A0A5F7ZS94_MACMU	RGPA2_MOUSE
WDR81_HUMAN	F7BTX1_MACMU	WDR81_MOUSE
MYO5A_HUMAN	F6QDX8_MACMU	MYO5A_MOUSE
MTMRD_HUMAN	F7HJS9_MACMU	MTMRD_MOUSE
MYCPP_HUMAN	A0A5F8ATF6_MACMU	E9Q8V6_MOUSE
ATG2A_HUMAN	F6XYK2_MACMU	ATG2A_MOUSE
MYH13_HUMAN	F7G117_MACMU	B1AR69_MOUSE
NU214_HUMAN	A0A5F8AM84_MACMU	NU214_MOUSE
MYH6_HUMAN	A0A5F8AM84_MACMU	MYH6_MOUSE
MYH1_HUMAN	A0A5F8AM84_MACMU	MYH1_MOUSE
MYH8_HUMAN	A0A5F8AM84_MACMU	MYH8_MOUSE
ARID2_HUMAN	F7DCH3_MACMU	ARID2_MOUSE
MYLK_HUMAN	F6VWL8_MACMU	MYLK_MOUSE
PHIP_HUMAN	A0A5F8AK98_MACMU	PHIP_MOUSE
MYH2_HUMAN	A0A5F8AK98_MACMU	G3UW82_MOUSE
ECM29_HUMAN	A0A1D5RAF4_MACMU	ECM29_MOUSE
ZN638_HUMAN	F7A6I9_MACMU	ZN638_MOUSE
RAI1_HUMAN	A0A5F8A380_MACMU	RAI1_MOUSE
DOCK1_HUMAN	F6YN59_MACMU	DOCK1_MOUSE
SI1L1_HUMAN	G7MYK5_MACMU	SI1L1_MOUSE
BRWD3_HUMAN	F7FUT3_MACMU	BRWD3_MOUSE
KIF1B_HUMAN	A0A1D5Q8T4_MACMU	KIF1B_MOUSE
MYO5B_HUMAN	A0A1D5R6P3_MACMU	MYO5B_MOUSE
CR1_HUMAN	F7GSU0_MACMU	MYO5B_MOUSE
MTMR5_HUMAN	A0A5F7ZYK5_MACMU	MTMR5_MOUSE
LPH_HUMAN	F6V0B1_MACMU	F8VPT3_MOUSE
BIG2_HUMAN	F7AUW7_MACMU	BIG2_MOUSE
NYNRI_HUMAN	F6YMT7_MACMU	NYNRI_MOUSE
CO5A1_HUMAN	A0A1D5QCT7_MACMU	CO5A1_MOUSE
PCSK5_HUMAN	F6V4M0_MACMU	PCSK5_MOUSE
ZN106_HUMAN	F7G5J9_MACMU	ZN106_MOUSE
SKT_HUMAN	F7HMM9_MACMU	SKT_MOUSE
THADA_HUMAN	F6XSA4_MACMU	THADA_MOUSE
MYH15_HUMAN	F7FSB1_MACMU	E9Q264_MOUSE
GRDN_HUMAN	A0A1D5RJS9_MACMU	GRDN_MOUSE
LAMB1_HUMAN	F7HPY4_MACMU	LAMB1_MOUSE
C8AP2_HUMAN	F7HPB6_MACMU	C8AP2_MOUSE
ALPK2_HUMAN	F7H442_MACMU	ALPK2_MOUSE
SCN4A_HUMAN	F6ZQ36_MACMU	SCN4A_MOUSE
PO210_HUMAN	F6XNY4_MACMU	PO210_MOUSE
OBSL1_HUMAN	A0A1D5RHQ2_MACMU	OBSL1_MOUSE
GBF1_HUMAN	A0A5F7ZUM4_MACMU	Q6DFZ1_MOUSE
ITB4_HUMAN	F7DF99_MACMU	ITB4_MOUSE
COBA1_HUMAN	F6Z5V7_MACMU	COBA1_MOUSE
VIR_HUMAN	F7HTB4_MACMU	VIR_MOUSE
CFA65_HUMAN	F6RBG7_MACMU	CFA65_MOUSE
PLXA3_HUMAN	A0A1D5Q9T0_MACMU	PLXA3_MOUSE
NALCN_HUMAN	I2CTG5_MACMU	NALCN_MOUSE
KAD9_HUMAN	A0A1D5R112_MACMU	G3UYQ4_MOUSE
AFAD_HUMAN	F7HG05_MACMU	AFAD_MOUSE
ANK1_HUMAN	A0A5F7ZG76_MACMU	ANK1_MOUSE
LTBP2_HUMAN	F7DH92_MACMU	LTBP2_MOUSE
RRP5_HUMAN	F7EXB8_MACMU	RRP5_MOUSE
ATS20_HUMAN	F6SF07_MACMU	ATS20_MOUSE
FR1L6_HUMAN	F7G5N6_MACMU	E0CZ42_MOUSE
TDR15_HUMAN	A0A1D5QL21_MACMU	E0CZ42_MOUSE
MTCL1_HUMAN	A0A5F8ABK9_MACMU	MTCL1_MOUSE
SPT6H_HUMAN	G7NGK3_MACMU	SPT6H_MOUSE
LAMA4_HUMAN	A0A5F8AN71_MACMU	LAMA4_MOUSE
EXPH5_HUMAN	A0A1D5QLU7_MACMU	EXPH5_MOUSE
RBBP6_HUMAN	F7AMM9_MACMU	RBBP6_MOUSE
UBR2_HUMAN	A0A5F7ZK35_MACMU	UBR2_MOUSE
KI13B_HUMAN	A0A1D5QZE6_MACMU	A0A286YCV9_MOUSE
K1549_HUMAN	F7HS00_MACMU	K1549_MOUSE
TANC1_HUMAN	A0A5F8AA66_MACMU	TANC1_MOUSE
KDM3B_HUMAN	I0FSK5_MACMU	KDM3B_MOUSE
NUP98_HUMAN	A0A1D5RBK5_MACMU	NUP98_MOUSE
MGA_HUMAN	A0A5F8ARY6_MACMU	NUP98_MOUSE
TICRR_HUMAN	F7D343_MACMU	TICRR_MOUSE
LTBP1_HUMAN	F7EB76_MACMU	LTBP1_MOUSE
ATL1_HUMAN	F7GZH1_MACMU	ATL1_MOUSE
MYO16_HUMAN	F6UHJ9_MACMU	MYO16_MOUSE
TET3_HUMAN	F7D294_MACMU	TET3_MOUSE
PLXB2_HUMAN	F7E8S5_MACMU	PLXB2_MOUSE
MDC1_HUMAN	MDC1_MACMU	MDC1_MOUSE
CORA1_HUMAN	F6UPZ2_MACMU	CORA1_MOUSE
SET1B_HUMAN	F7E7X9_MACMU	SET1B_MOUSE
SI1L3_HUMAN	F7E7D0_MACMU	SI1L3_MOUSE
COEA1_HUMAN	F7HQD9_MACMU	COEA1_MOUSE
IF172_HUMAN	G7N9P5_MACMU	IF172_MOUSE
MTAP2_HUMAN	F6Y384_MACMU	MTAP2_MOUSE
UBR1_HUMAN	G7MWZ8_MACMU	UBR1_MOUSE
FRPD3_HUMAN	F6X6Z9_MACMU	A0A140LIW3_MOUSE
NU188_HUMAN	F7HSL2_MACMU	NU188_MOUSE
ITSN1_HUMAN	A0A1D5Q3A8_MACMU	ITSN1_MOUSE
ZO1_HUMAN	F7F5R3_MACMU	ZO1_MOUSE
TRPM3_HUMAN	F6PN17_MACMU	J9S314_MOUSE
MON2_HUMAN	F6WNT8_MACMU	MON2_MOUSE
AKA11_HUMAN	F6URU0_MACMU	E9Q777_MOUSE
ZN646_HUMAN	F6T4K2_MACMU	ZN646_MOUSE
KI13A_HUMAN	F7HHX6_MACMU	KI13A_MOUSE
NWD2_HUMAN	F6SP30_MACMU	NWD2_MOUSE
MARF1_HUMAN	F7EVN5_MACMU	MARF1_MOUSE
MRCKB_HUMAN	A0A5F8AKT6_MACMU	MRCKB_MOUSE
WNK3_HUMAN	F7GRG7_MACMU	WNK3_MOUSE
CASZ1_HUMAN	A0A5F8A6I9_MACMU	CASZ1_MOUSE
LAMB2_HUMAN	I0FRM8_MACMU	LAMB2_MOUSE
CLH1_HUMAN	F7B8E8_MACMU	CLH1_MOUSE
FOCAD_HUMAN	F7DMA4_MACMU	FOCAD_MOUSE
MRCKA_HUMAN	A0A5F8A7D6_MACMU	MRCKA_MOUSE
CHD1_HUMAN	F7C8A6_MACMU	CHD1_MOUSE
KI26A_HUMAN	A0A5F8A5X9_MACMU	KI26A_MOUSE
PEAK1_HUMAN	H9FZX6_MACMU	PEAK1_MOUSE
TRIPB_HUMAN	F7HFF2_MACMU	E9Q512_MOUSE
SUIS_HUMAN	F7BNF1_MACMU	F8VQM5_MOUSE
RICTR_HUMAN	F7GUW7_MACMU	RICTR_MOUSE
NRX2A_HUMAN	F6Z7U0_MACMU	NRX2A_MOUSE
KDM5A_HUMAN	G7N5C3_MACMU	KDM5A_MOUSE
RIMB1_HUMAN	A0A1D5QGD5_MACMU	RIMB1_MOUSE
FNDC1_HUMAN	F6YCE1_MACMU	A0A6I8MWX0_MOUSE
SPEF2_HUMAN	F6Y3A3_MACMU	SPEF2_MOUSE
CMTA1_HUMAN	A0A5F7ZI68_MACMU	CMTA1_MOUSE
PAPP2_HUMAN	F7EAV1_MACMU	E9PZ87_MOUSE
RIMS1_HUMAN	F6R888_MACMU	RIMS1_MOUSE
SHAN3_HUMAN	F7G443_MACMU	SHAN3_MOUSE
K154L_HUMAN	F7HE95_MACMU	A0A2R8VKG2_MOUSE
UN13A_HUMAN	A0A1D5QW31_MACMU	UN13A_MOUSE
MYO5C_HUMAN	A0A1D5QQV9_MACMU	E9Q1F5_MOUSE
LTN1_HUMAN	F6S7U8_MACMU	LTN1_MOUSE
QSER1_HUMAN	A0A5F7Z9Y6_MACMU	A0A338P6K9_MOUSE
BCOR_HUMAN	F7BB89_MACMU	BCOR_MOUSE
NRAP_HUMAN	F7DA78_MACMU	NRAP_MOUSE
KIF1A_HUMAN	A0A5F8A859_MACMU	KIF1A_MOUSE
SMCA4_HUMAN	G7NL17_MACMU	SMCA4_MOUSE
KI20B_HUMAN	F6ZLD8_MACMU	KI20B_MOUSE
MAST2_HUMAN	A0A5F7ZDE4_MACMU	MAST2_MOUSE
TNR6C_HUMAN	F7HKT6_MACMU	TNR6C_MOUSE
ITSN2_HUMAN	F6XA23_MACMU	ITSN2_MOUSE
TENS1_HUMAN	A0A5F7ZJ21_MACMU	E9Q0S6_MOUSE
ABCA3_HUMAN	F6QGN7_MACMU	ABCA3_MOUSE
CD054_HUMAN	A0A1D5QTU5_MACMU	CD054_MOUSE
THS7A_HUMAN	A0A1D5Q348_MACMU	THS7A_MOUSE
XRN1_HUMAN	F6WU61_MACMU	XRN1_MOUSE
STRC_HUMAN	F7EII7_MACMU	STRC_MOUSE
KDIS_HUMAN	A0A1D5QVY1_MACMU	E9Q9B7_MOUSE
BCORL_HUMAN	A0A5F8A4J1_MACMU	BCORL_MOUSE
NLRC5_HUMAN	A0A5F8ANZ5_MACMU	NLRC5_MOUSE
LAMB4_HUMAN	F6V7L7_MACMU	NLRC5_MOUSE
PB1_HUMAN	F7H6U8_MACMU	PB1_MOUSE
PRDM2_HUMAN	F7FN79_MACMU	A2A7B5_MOUSE
RPA1_HUMAN	F7AG21_MACMU	RPA1_MOUSE
SHPRH_HUMAN	F7HIC7_MACMU	SHPRH_MOUSE
LRP6_HUMAN	G7N677_MACMU	LRP6_MOUSE
SCNBA_HUMAN	F7FVT9_MACMU	SCNBA_MOUSE
P3C2A_HUMAN	F6Y9J9_MACMU	P3C2A_MOUSE
CK5P2_HUMAN	F7DII1_MACMU	CK5P2_MOUSE
ATL3_HUMAN	A0A1D5QQN6_MACMU	G3UXC7_MOUSE
KI21A_HUMAN	A0A1D5QRV6_MACMU	KI21A_MOUSE
INADL_HUMAN	A0A1D5QRJ6_MACMU	INADL_MOUSE
PHLP1_HUMAN	A0A5F7ZN72_MACMU	PHLP1_MOUSE
SI1L2_HUMAN	A0A5F8AGG7_MACMU	SI1L2_MOUSE
TIAM2_HUMAN	A0A5K1UFG6_MACMU	TIAM2_MOUSE
IQGA1_HUMAN	F7H0Q8_MACMU	IQGA1_MOUSE
N4BP2_HUMAN	F7H4P9_MACMU	F8VQG7_MOUSE
LRP5_HUMAN	F7CJV4_MACMU	LRP5_MOUSE
PREX1_HUMAN	A0A5F8APA7_MACMU	PREX1_MOUSE
ALS2_HUMAN	A0A5F8AK15_MACMU	ALS2_MOUSE
TGO1_HUMAN	F7G9R8_MACMU	TGO1_MOUSE
CO4A5_HUMAN	A0A1D5R3X6_MACMU	Q63ZW6_MOUSE
P3C2B_HUMAN	H9ESL7_MACMU	E9QAN8_MOUSE
THOC2_HUMAN	F6RSZ2_MACMU	THOC2_MOUSE
PEPL_HUMAN	F6RZ23_MACMU	PEPL_MOUSE
SET1A_HUMAN	A0A5F7ZNV9_MACMU	SET1A_MOUSE
LTBP4_HUMAN	F7H9U3_MACMU	LTBP4_MOUSE
ZC3HD_HUMAN	F7HQZ5_MACMU	ZC3HD_MOUSE
BRCA1_HUMAN	BRCA1_MACMU	BRCA1_MOUSE
DEPD5_HUMAN	A0A1D5QIJ7_MACMU	DEPD5_MOUSE
PLCH1_HUMAN	A0A5F7ZJF1_MACMU	PLCH1_MOUSE
ARAP2_HUMAN	A0A1D5Q2X4_MACMU	ARAP2_MOUSE
E2AK4_HUMAN	A0A5F7Z7P2_MACMU	E2AK4_MOUSE
CO5A3_HUMAN	A0A1D5QWA5_MACMU	Q9JLI2_MOUSE
ABCA5_HUMAN	F6Y6L4_MACMU	ABCA5_MOUSE
DDX60_HUMAN	A0A5F8AFZ2_MACMU	E9PZQ1_MOUSE
CUL7_HUMAN	A0A5F7ZZQ3_MACMU	CUL7_MOUSE
TSC2_HUMAN	F7H034_MACMU	TSC2_MOUSE
LAMC1_HUMAN	F6WVB2_MACMU	LAMC1_MOUSE
TGRM1_HUMAN	F7G337_MACMU	TGRM1_MOUSE
TOP2B_HUMAN	F7E563_MACMU	TOP2B_MOUSE
COBA2_HUMAN	F7HA87_MACMU	COBA2_MOUSE
CO4A_HUMAN	A0A1D5Q2R8_MACMU	CO4B_MOUSE
HECW1_HUMAN	I2CTY3_MACMU	HECW1_MOUSE
CO4A1_HUMAN	F7EGF5_MACMU	CO4A1_MOUSE
UBP54_HUMAN	H9FQJ9_MACMU	UBP54_MOUSE
UBP32_HUMAN	F7H556_MACMU	F8VPZ3_MOUSE
ATAD5_HUMAN	A0A1D5QQF4_MACMU	ATAD5_MOUSE
CFA44_HUMAN	F6YHK3_MACMU	CFA44_MOUSE
ANR31_HUMAN	F7GMI3_MACMU	ANR31_MOUSE
SETBP_HUMAN	F7ATP1_MACMU	SETBP_MOUSE
SMCA2_HUMAN	F7DUE0_MACMU	SMCA2_MOUSE
DNMT1_HUMAN	F7GPW3_MACMU	DNMT1_MOUSE
KI21B_HUMAN	A0A1D5Q3G6_MACMU	KI21B_MOUSE
CTTB2_HUMAN	A0A1D5RIS6_MACMU	CTTB2_MOUSE
NCKP5_HUMAN	F7GIN9_MACMU	E9QAE1_MOUSE
ALK_HUMAN	F6PVR5_MACMU	ALK_MOUSE
PAPP1_HUMAN	F6ZUN7_MACMU	PAPP1_MOUSE
AGRB2_HUMAN	A0A5F8A4G7_MACMU	AGRB2_MOUSE
MYOM1_HUMAN	F7GQJ5_MACMU	MYOM1_MOUSE
LY75_HUMAN	A0A1D5R7K6_MACMU	LY75_MOUSE
ARG28_HUMAN	F7F1G4_MACMU	ARG28_MOUSE
RERE_HUMAN	F7GDT6_MACMU	RERE_MOUSE
KDM6B_HUMAN	A0A5F7ZI27_MACMU	KDM6B_MOUSE
ZN142_HUMAN	A0A5F7ZRY4_MACMU	ZN142_MOUSE
TIAM1_HUMAN	F7BGM6_MACMU	TIAM1_MOUSE
AGRB1_HUMAN	F7GRY4_MACMU	AGRB1_MOUSE
DIP2B_HUMAN	F7HDY8_MACMU	DIP2B_MOUSE
TUT4_HUMAN	F7HQZ4_MACMU	TUT4_MOUSE
PREX2_HUMAN	F7FRZ7_MACMU	PREX2_MOUSE
FILA2_HUMAN	A0A5F8A465_MACMU	FILA2_MOUSE
TB182_HUMAN	F7E0V9_MACMU	TB182_MOUSE
ROBO1_HUMAN	A0A1D5QB17_MACMU	ROBO1_MOUSE
AHDC1_HUMAN	F7GMF4_MACMU	AHDC1_MOUSE
ZMYM4_HUMAN	F7G1V3_MACMU	ZMYM4_MOUSE
MED1_HUMAN	A0A5F7ZA20_MACMU	MED1_MOUSE
RREB1_HUMAN	F7B7N6_MACMU	RREB1_MOUSE
HECW2_HUMAN	G7N8J7_MACMU	HECW2_MOUSE
ATS7_HUMAN	A0A5F8AP31_MACMU	ATS7_MOUSE
MADD_HUMAN	F6T6D0_MACMU	MADD_MOUSE
TRPM1_HUMAN	A0A1D5QCY9_MACMU	TRPM1_MOUSE
CRBG1_HUMAN	F7HIP5_MACMU	A0A0G2JG52_MOUSE
THS7B_HUMAN	A0A1D5QPV9_MACMU	THS7B_MOUSE
CO4A2_HUMAN	F6XFH9_MACMU	CO4A2_MOUSE
SLIT2_HUMAN	F7H9D1_MACMU	SLIT2_MOUSE
PTN23_HUMAN	F7ANH2_MACMU	PTN23_MOUSE
INO80_HUMAN	G7MWQ0_MACMU	INO80_MOUSE
GCC2_HUMAN	F7GXL8_MACMU	GCC2_MOUSE
GLI3_HUMAN	F7GN18_MACMU	GLI3_MOUSE
DLEC1_HUMAN	A0A5F7Z906_MACMU	GLI3_MOUSE
COOA1_HUMAN	A0A5F7Z8Y8_MACMU	COOA1_MOUSE
CO5_HUMAN	F7GHV1_MACMU	CO5_MOUSE
CE152_HUMAN	A0A1D5RIE1_MACMU	CE152_MOUSE
KDM5C_HUMAN	G7NRH1_MACMU	KDM5C_MOUSE
M3K4_HUMAN	A0A5F7ZAN2_MACMU	M3K4_MOUSE
RBCC1_HUMAN	F6QUC5_MACMU	RBCC1_MOUSE
CLH2_HUMAN	F7GQ56_MACMU	RBCC1_MOUSE
KDM5B_HUMAN	F6VV26_MACMU	KDM5B_MOUSE
AGRB3_HUMAN	H9FXR7_MACMU	AGRB3_MOUSE
PLXC1_HUMAN	A0A1D5Q4M3_MACMU	PLXC1_MOUSE
ABCC9_HUMAN	F7H7S5_MACMU	ABCC9_MOUSE
NEUL4_HUMAN	F7HNM6_MACMU	NEUL4_MOUSE
ADGB_HUMAN	F6TE96_MACMU	ADGB_MOUSE
RPGF6_HUMAN	F7HST7_MACMU	Q5NCJ1_MOUSE
LRRC7_HUMAN	F6T533_MACMU	LRRC7_MOUSE
CO4A4_HUMAN	F6XEQ9_MACMU	CO4A4_MOUSE
CO4A6_HUMAN	F7EQ13_MACMU	B1AVK5_MOUSE
IF4G1_HUMAN	F7GJF3_MACMU	IF4G1_MOUSE
PAR14_HUMAN	A0A5F8A3M5_MACMU	PAR14_MOUSE
NFAT5_HUMAN	F7DZJ9_MACMU	NFAT5_MOUSE
IQGA3_HUMAN	F7H7C9_MACMU	F8VQ29_MOUSE
NHS_HUMAN	F7CLI9_MACMU	B1AV60_MOUSE
AKA12_HUMAN	F7FKM0_MACMU	AKA12_MOUSE
MAST1_HUMAN	A0A1D5QYU4_MACMU	MAST1_MOUSE
SLIT1_HUMAN	F7CX22_MACMU	SLIT1_MOUSE
NRX3A_HUMAN	F6SYF6_MACMU	NRX3A_MOUSE
MROH1_HUMAN	A0A1D5RAA9_MACMU	E0CZ22_MOUSE
ABCC8_HUMAN	F7HFY4_MACMU	B2RUS7_MOUSE
C2D2A_HUMAN	F7DR90_MACMU	C2D2A_MOUSE
DIP2C_HUMAN	A0A1D5Q286_MACMU	E9PWR4_MOUSE
RNF17_HUMAN	F6XZB6_MACMU	RNF17_MOUSE
GCP6_HUMAN	A0A1D5QN85_MACMU	GCP6_MOUSE
SN_HUMAN	F7HP33_MACMU	SN_MOUSE
SPKAP_HUMAN	F6ZJC9_MACMU	SPKAP_MOUSE
SYNJ1_HUMAN	F7DSU6_MACMU	SYNJ1_MOUSE
DCAF1_HUMAN	A0A1D5QXL0_MACMU	DCAF1_MOUSE
K1671_HUMAN	A0A1D5RCE7_MACMU	DCAF1_MOUSE
ABCA8_HUMAN	A0A1D5QKQ4_MACMU	ABC8B_MOUSE
CLAP1_HUMAN	F6QKC2_MACMU	CLAP1_MOUSE
RESF1_HUMAN	F7HHU5_MACMU	RESF1_MOUSE
ATS12_HUMAN	A0A1D5RKT0_MACMU	ATS12_MOUSE
MRO2A_HUMAN	F6RVI3_MACMU	MRO2A_MOUSE
TOPZ1_HUMAN	A0A1I7Q474_MACMU	TOPZ1_MOUSE
TASOR_HUMAN	F7H0B2_MACMU	TASOR_MOUSE
BAZ1A_HUMAN	I2CWD3_MACMU	BAZ1A_MOUSE
NMDE2_HUMAN	F6T8S6_MACMU	NMDE2_MOUSE
NACAM_HUMAN	A0A1D5QEZ4_MACMU	NACAM_MOUSE
COGA1_HUMAN	F7FE47_MACMU	COGA1_MOUSE
